Date,Open,High,Low,Close,Adj Close,Volume,log_return,rolling_vol_20,rsi_14,macd,macd_signal,ma_10,ma_20,ma_50,regime_label,regime_prob_0,regime_prob_1,regime_prob_2,regime_prob_3
2008-01-02,146.52999877929688,146.99000549316406,143.8800048828125,144.92999267578125,103.77831268310548,204935600,-0.0087925941726429,0.0114372672007819,42.94945238431957,-0.0946951231533574,-0.0090777101295258,105.20785980224608,105.58598136901855,105.55302551269531,3.0,4.438866747071188e-120,0.0,5.809450265487075e-206,1.0
2008-01-03,144.91000366210938,145.49000549316406,144.07000732421875,144.86000061035156,103.7281723022461,125133300,-0.000483265685299,0.0112691861944177,36.90883848681843,-0.2053018078173494,-0.0483225296670905,105.1899757385254,105.55994338989258,105.48306442260744,3.0,3.379942885954408e-07,6.441904383287825e-149,4.0629864102804426e-05,0.999959032141502
2008-01-04,143.33999633789062,143.44000244140625,140.91000366210938,141.30999755859375,101.1861572265625,232330900,-0.0248117883295567,0.0118019787789221,30.05421084790747,-0.492401674399872,-0.1371383586136468,104.91789016723632,105.31955184936524,105.34488204956055,3.0,3.991134347548221e-09,5.12325577624161e-11,0.0002840529049902425,0.9997159430527438
2008-01-07,141.80999755859375,142.22999572753906,140.10000610351562,141.19000244140625,101.10017395019533,234991000,-0.0008501145979098,0.0111542099863565,33.424323496846355,-0.7185851169949729,-0.253427710289912,104.57166900634766,104.9990016937256,105.2089697265625,3.0,4.6612127081014757e-07,7.125375917788943e-11,4.292442342110171e-05,0.9999566093841442
2008-01-08,142.0800018310547,142.89999389648438,138.44000244140625,138.91000366210938,99.46759796142578,326365700,-0.0162799040999352,0.0115099643558109,33.0224416155817,-1.0178393447192349,-0.4063100371757766,103.91146469116212,104.59789161682129,105.03527633666992,3.0,5.540838980896958e-08,3.085260747104268e-11,8.043469333592347e-05,0.9999195098674799
2008-01-09,139.08999633789062,140.7899932861328,137.6999969482422,140.3699951171875,100.51304626464844,301824900,0.0104555901520369,0.0116700227324365,35.67196387505717,-1.157300891029962,-0.5565082079466137,103.27704010009764,104.20738525390624,104.85713577270508,3.0,3.9600356617910295e-08,5.598149910247788e-12,6.540725132844926e-05,0.9999345531426724
2008-01-10,139.67999267578125,142.8000030517578,139.3699951171875,141.2899932861328,101.17183685302734,335701200,0.0065328935041688,0.0104006489928319,39.061558918168174,-1.200823925778451,-0.6853713515129812,102.68557586669922,103.99832649230956,104.6849053955078,3.0,2.4519978415283394e-06,1.5255522594412973e-12,1.1548279760851213e-05,0.9999859997208272
2008-01-11,140.77999877929688,141.89999389648438,139.0,140.14999389648438,100.35549926757812,267076600,-0.0081015515432763,0.010093813666625,33.38978465957803,-1.2863595133718917,-0.8055689838847634,102.14709548950196,103.69645767211914,104.51159088134766,3.0,6.13511539842471e-06,7.382575649133454e-13,8.012105956540236e-06,0.9999858527778827
2008-01-14,141.16000366210938,141.86000061035156,140.39999389648438,141.27999877929688,101.16468811035156,170365500,0.0080308896330746,0.0103870856724719,29.503742810870094,-1.2741645302865834,-0.8992880931651275,101.7160301208496,103.44608726501464,104.33180938720704,3.0,2.163373763900888e-06,7.760755452724583e-12,1.813673581863981e-05,0.9999796998827647
2008-01-15,139.7899932861328,141.49000549316406,137.89999389648438,138.1699981689453,98.9376983642578,239940100,-0.0222594216622944,0.0110791119884394,20.459909720961377,-1.427741266528784,-1.0049787278378588,101.14031829833984,103.15167770385742,104.15905807495118,3.0,4.6333265082793636e-08,3.421433593350325e-10,0.0002587036748708605,0.9997412496497516
