Date,Open,High,Low,Close,Adj Close,Volume,log_return,rolling_vol_20,rsi_14,macd,macd_signal,ma_10,ma_20,ma_50,regime_label,regime_prob_0,regime_prob_1,regime_prob_2,regime_prob_3
2012-01-03,127.76000213623048,128.3800048828125,127.43000030517578,127.5,99.58343505859376,193697900,0.015810631971314,0.0126128266157239,62.61590169430395,0.8376802508209238,0.5682097370573458,97.66907577514648,97.0609962463379,96.43733764648438,0.0,1.0,0.0,0.0,0.0
2012-01-04,127.1999969482422,127.80999755859376,126.70999908447266,127.6999969482422,99.7396240234375,127186500,0.0015671944583935,0.0124152571240092,67.8599334896945,0.9391424738412296,0.6423962844141226,98.24783096313476,97.14985885620118,96.50780731201172,3.0,2.5183673402269176e-08,1.6882865300449602e-181,0.0,0.9999999748163336
2012-01-05,127.01000213623048,128.22999572753906,126.43000030517578,128.0399932861328,100.00521850585938,173895000,0.0026593391407186,0.01242052461997,74.83680054926194,1.0291202144196632,0.7197410704152307,98.56884689331056,97.25044898986816,96.55999588012696,3.0,1.2979987966859672e-11,0.0008316478325875637,3.8494397504786717e-33,0.9991683521544286
2012-01-06,128.1999969482422,128.22000122070312,127.29000091552734,127.70999908447266,99.74742889404295,148050000,-0.0025810897456294,0.0124282928780845,72.30833833150355,1.067323316045119,0.7892575195412084,98.84533615112304,97.31990852355958,96.64490310668944,3.0,1.3057480683477485e-11,0.0008498516790663336,2.8723243784344007e-10,0.9991501480206425
2012-01-09,128.0,128.17999267578125,127.41000366210938,128.02000427246094,99.98959350585938,99530200,0.0024248356920906,0.0112012277321218,72.56108261061497,1.1044092670812518,0.852287869049217,99.06012878417968,97.50936012268066,96.71525009155272,3.0,2.5418446829269804e-09,0.0001592813626068916,8.665247100178971e-11,0.9998407160088935
2012-01-10,129.38999938964844,129.64999389648438,128.9499969482422,129.1300048828125,100.85652923583984,115282000,0.0086328887239565,0.0107712224287299,81.43633366148228,1.1900366172409775,0.9198376186875692,99.27413482666016,97.66066436767578,96.73572402954102,3.0,7.186699167667164e-09,5.739964407225919e-05,6.080844072481229e-12,0.9999425931631424
2012-01-11,128.72999572753906,129.3699951171875,128.52000427246094,129.1999969482422,100.91120147705078,111540700,0.0005419324721137,0.0100795431111273,75.11884065528342,1.2479232200297616,0.9854547389560078,99.48579788208008,97.88610649108888,96.75775680541992,3.0,2.2609605406321518e-07,1.726718208590171e-05,8.626914372623708e-13,0.9999825067209978
2012-01-12,129.57000732421875,129.6999969482422,128.5399932861328,129.50999450683594,101.15335845947266,118983700,0.002396828997884,0.009698811863861,75.28378923376907,1.29837199038478,1.0480381892417625,99.85133209228516,98.1686710357666,96.83275207519532,3.0,8.913654206801918e-07,1.1697918385110503e-05,1.9557888747289643e-13,0.9999874107159943
2012-01-13,128.63999938964844,129.0500030517578,127.72000122070312,128.83999633789062,100.63004302978516,179836200,-0.0051869142764104,0.0093650955852843,67.62073460949523,1.2813551580623963,1.0947015830058893,100.06377716064452,98.47590408325196,96.95160995483398,3.0,2.249773519212036e-06,8.925503160241775e-06,1.531406730379188e-13,0.9999888247231623
2012-01-17,130.0800018310547,130.32000732421875,128.89999389648438,129.33999633789062,101.02054595947266,132209200,0.0038730699453466,0.0093659656774774,65.50960876755101,1.2845717749009822,1.1326756213849078,100.3636978149414,98.78558769226076,97.04738845825196,3.0,2.8295344059110957e-06,9.285760571777528e-06,1.6342926180853405e-13,0.9999878847048566
